id	w	h	fps	dur	cuts	cuts_per_min	median_shot	first_cut	cuts_first10s	pct_shots_under2s	longest_hold	words	talk_pct	wpm	first_word	max_pause	cuts_on_word_pct	median_cut_to_word	onsets	onsets_per_min	cuts_on_onset_pct	silent_pct	harm_over_perc	grid_step
cookies_v1	1920	1080	24.0	184.1	38	12.4	4.0	2.5	4	5	13.0	308	46	218	0.37	13.4	50	0.39	10	3.3	5	2	1.08	2.0
